,text,hour,date,minute,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
4662,#ModiDemonetisationCircus who is anti national?,5,12/11/2016,2,-0.3182,0.635,0.365,0,NEGATIVE
4663,#ModiDemonetisationCircus people should able to accept bribe &amp; kickbacks by e-valet only then black money can be controlled,5,12/11/2016,2,0.2023,0.784,0.088,0.127,POSITIVE
4664,RT @AAPKA_RK: U Turn Govt .. Who dont know about Governance. And Economics . Then His decision are dangerous For whole Country.…,5,12/11/2016,3,-0.4767,0.86,0.14,0,NEGATIVE
4665,RT @anshulanurag: Bold but risky decision. What we see are local govts taking sides against it and building a negative narrative. #ModiDemo…,5,12/11/2016,3,-0.7543,0.665,0.268,0.067,NEGATIVE
4666,"@SARDARDUDE Yes Bhaktards are  Robotically Moving the Rope &amp; making Aaptards to jump like that, How Cruel #ModiDemonetisationCircus",5,12/11/2016,3,0.1027,0.625,0.158,0.217,POSITIVE
4667,Circus ........ #ModiDemonetisationCircus https://t.co/omhAEcNO5K,5,12/11/2016,3,0,1,0,0,NEUTRAL
4668,"RT @AAP_Germany: Is @narendramodi Govt. prepared to stop misuse of debit, credit and e-wallets ??? Or just Bla.Bla...Bla…",5,12/11/2016,3,0.4291,0.674,0.099,0.227,POSITIVE
4669,My only Q to Mr. @narendramodi is why did u introduce 2000 Rs note? Will Corruption increase or decrease.  #ModiDemonetisationCircus,5,12/11/2016,4,0.3182,0.881,0,0.119,POSITIVE
4670,"RT @BudbakChacha: . In name of black money,poor are being tortured by standing in queues #ModiDemonetisationCircus https://t.co/q97BSuDpO8 A",5,12/11/2016,4,-0.5574,0.806,0.194,0,NEGATIVE
4671,Now it's time for Demodification. Motron agle Chunav me India ko demodified Karenge.#ModiDemonetisationCircus,5,12/11/2016,4,0,1,0,0,NEUTRAL
4672,RT @pankaj_thedude: PM @narendramodi n @BJP4India r full of corruption i hv evidences @INCIndia  #ModiDemonetisationCircus #istambul #cashl…,5,12/11/2016,4,0,1,0,0,NEUTRAL
4673,Feel so good to get  seat (had rac ticket) in railways without paying bribe to tc. happy !! Good work @sureshpprabhu #IndiaFightsCorruption,5,12/11/2016,5,0.8994,0.601,0,0.399,POSITIVE
4674,Trust me u r going to b surprised soon... Mark my tweet my Frd ... I always say biggest mistake anyone do is to und… https://t.co/JUtRc9bt2y,5,12/11/2016,5,0.4215,0.714,0.09,0.195,POSITIVE
4675,"RT @SwachhPolitics: Over Rs 13 cr seized from Delhi law firm, Rs 2.5 cr in new notes
#ModiDemonetisationCircus
#CashlessKotaBundi https://t…",5,12/11/2016,5,0,1,0,0,NEUTRAL
4676,"Excellent Description of 
#ModiDemonetisationCircus by @AllIndiaBakchod 
https://t.co/d8w1c2L0Ph",5,12/11/2016,6,0.5719,0.619,0,0.381,POSITIVE
4677,"Excellent Description of 
#ModiDemonetisationCircus by @AllIndiaBakchod 
https://t.co/eogHy3Ub1m",5,12/11/2016,6,0.5719,0.619,0,0.381,POSITIVE
4678,RT @500Urvashi: @rsprasad for whose benefit and who is bearing the cost of this #ModiDemonetisationCircus,5,12/11/2016,6,0.4588,0.824,0,0.176,POSITIVE
4679,Free of cost https://t.co/SjYfS6DhLf,5,12/11/2016,6,0.5106,0.476,0,0.524,POSITIVE
4680,@ETAuto  every1 @MamataOfficial @ArvindKejriwal @KapilSibal @NitishKumar @yadavakhilesh SAVE IND 40 #Modi &amp; DOVAL #ModiDemonetisationCircus,5,12/11/2016,7,0.6037,0.768,0,0.232,POSITIVE
4681,Our lyf has become so fast that we do not intend to wait for a required tym for a good cause. #ModiDemonetisationCircus,5,12/11/2016,7,0.4404,0.868,0,0.132,POSITIVE
4682,RT @imVaquar: My only Q to Mr. @narendramodi is why did u introduce 2000 Rs note? Will Corruption increase or decrease.  #ModiDemonetisatio…,5,12/11/2016,7,0.3182,0.892,0,0.108,POSITIVE
4683,"#ModiDemonetisationCircus Rs 24 000 promised by RBI but we get maximum of Rs 10 000, #WeAreCheated",5,12/11/2016,7,0.1901,0.896,0,0.104,POSITIVE
4684,RT @NitinRaut2: Circus ........ #ModiDemonetisationCircus https://t.co/omhAEcNO5K,5,12/11/2016,7,0,1,0,0,NEUTRAL
4685,#ModiDemonetisationCircus Must see about Plastic curewncy dat india will have,5,12/11/2016,8,0,1,0,0,NEUTRAL
4686,"Where is @ArnabGowsami ?
We need him to expose people trying to hijack this bold and risky decision.… https://t.co/HLtTabjjcY",5,12/11/2016,8,0.1531,0.701,0.159,0.14,POSITIVE
4687,If people go cashless there wil be less chances of corruption in future.Loot bandh ho jaayegi n govt will hv money… https://t.co/NkM6TIBdmG,5,12/11/2016,9,0.1298,0.93,0,0.07,POSITIVE
4688,#ModiDemonetisationCircus. This circus will never end..,5,12/11/2016,9,0,1,0,0,NEUTRAL
4689,"Gani Dhani Gaali Janardhan Reddy is  one of the few politicians to perform well in #ModiDemonetisationCircus 
By… https://t.co/WwxsmEH7y4",5,12/11/2016,9,0.2732,0.89,0,0.11,POSITIVE
4690,#ModiDemonetisationCircus who is responsible for highest no of corruption during #UPA,5,12/11/2016,10,0.0258,0.667,0.163,0.17,POSITIVE
4691,#ModiDemonetisationCircus modi is like me i always do wrong and tell other that my brother stop me to do right,5,12/11/2016,10,-0.4215,0.672,0.223,0.105,NEGATIVE
4692,"RT @24x7Politics: #ModiDemonetisationCircus will continue even after 30th Dec. Economy will require more time to get normalized.
https://t.…",5,12/11/2016,10,0,1,0,0,NEUTRAL
4693,"Pawan Ruia, arrested for cheating railways, brought to Kolkata https://t.co/zVSPT2aX7k #IndiaFightsCorruption",5,12/11/2016,10,-0.7717,0.573,0.427,0,NEGATIVE
4694,#ModiDemonetisationCircus this trend is the frustration of those who lost their black due to demonitisation.,5,12/11/2016,11,-0.6597,0.707,0.293,0,NEGATIVE
4695,"RT @manojsirsa: Pawan Ruia, arrested for cheating railways, brought to Kolkata https://t.co/zVSPT2aX7k #IndiaFightsCorruption",5,12/11/2016,11,-0.7717,0.621,0.379,0,NEGATIVE
4696,"RT @ikjap: #जब_मैं_छोटा_बच्चा_था had no money in my pocket. Still the same now. 
RT if agree 😂😂

#ModiDemonetisationCircus",5,12/11/2016,11,0.0772,0.773,0.106,0.121,POSITIVE
4697,"RT @anandraaj01: ""Don't waste time standing in queues… your bank is in your wallet"" -Modi
#ModiDemonetisationCircus continues… https://t.co…",5,12/11/2016,11,0.3252,0.879,0,0.121,POSITIVE
4698,"All BiG shots hav converted black in to new notes
Oly commonman suffering 4 withdrawal of his own money
Stupidity
#ModiDemonetisationCircus",5,12/11/2016,11,-0.7096,0.705,0.249,0.046,NEGATIVE
4699,#ModiDemonetisationCircus had gone too far &amp; it's the meekness of our people that allows govts to get away with such monumental mistakes,5,12/11/2016,11,-0.3612,0.894,0.106,0,NEGATIVE
4700,Modi ki iq jitni hein... uss sey aur kya ummeed ki jaa rahi thi... dude has proven record of not caring for lives… https://t.co/BKzBr5vTaV,5,12/11/2016,12,-0.3875,0.897,0.103,0,NEGATIVE
4701,"RT @SukhiAAPUK: ""100 deaths are 100 tragedies for those individuals and those they leave behind""
https://t.co/KdmcVY7DgU
 #ModiDemonetisati…",5,12/11/2016,12,-0.4767,0.785,0.215,0,NEGATIVE
4702,"Don't u agree??? 
Jayant Yadav  #जब_मैं_छोटा_बच्चा_था #ModiDemonetisationCircus
 #UFC206
#CashlessKotaBundi 

https://t.co/KUXukK2bJy",5,12/11/2016,12,-0.3919,0.751,0.249,0,NEGATIVE
4703,#ModiDemonetisationCircus his attitude is confrontational and in  every public speech like a bitter lover he has to curse opposition,5,12/11/2016,13,-0.3818,0.461,0.316,0.223,NEGATIVE
4704,"RT @msa28775: 1st Demonetisation was against black money,terrorism,when couldn't provide new currency started cashless jumlaa.
#ModiDemonet…",5,12/11/2016,13,0,1,0,0,NEUTRAL
4705,RT @auspath: Confused goi = suffering of public https://t.co/rtFEDdwiGw,5,12/11/2016,13,-0.6597,0.526,0.474,0,NEGATIVE
4706,"RT @NeelInduNeel: Demonetisation: Regulations changing faster than notes

#ModiDemonetisationCircus 

https://t.co/1TacB4W81l",5,12/11/2016,13,0,1,0,0,NEUTRAL
4707,"@PatrakaarPopat #ModiDemonetisationCircus @dilipkpandey  @ishafoundation @SriSri 
Look what this fool Modi has done… https://t.co/OWrbI9fE0p",5,12/11/2016,13,-0.5228,0.78,0.22,0,NEGATIVE
4708,"#ModiDemonetisationCircus
#Demonetisation creates unforeseen worries at the grassroots https://t.co/31LzVm8lld via… https://t.co/W3h46HaRTL",5,12/11/2016,13,-0.1779,0.647,0.201,0.151,NEGATIVE
4709,every1 @MamataOfficial @ArvindKejriwal @KapilSibal @NitishKumar @yadavakhilesh SAVE IND 4m #Modi &amp; DOVAL #ModiDemonetisationCircus,5,12/11/2016,13,0.6037,0.753,0,0.247,POSITIVE
4710,RT @amitkumarz: #ModiDemonetisationCircus had gone too far &amp; it's the meekness of our people that allows govts to get away with such monume…,5,12/11/2016,13,0,1,0,0,NEUTRAL
4711,"RT @SukhiAAPUK: ""India’s currency-reliant poor and middle classes battered, leaving tax evaders unscathed""
https://t.co/pDcgh16iGH #ModiDem…",5,12/11/2016,13,-0.4767,0.819,0.181,0,NEGATIVE
4712,"RT @anbu2089: All BiG shots hav converted black in to new notes
Oly commonman suffering 4 withdrawal of his own money
Stupidity
#ModiDemone…",5,12/11/2016,13,-0.7096,0.728,0.23,0.042,NEGATIVE
4713,More and more people getting irate. But I guess this had to be implemented sooner or later. #ModiDemonetisationCircus,5,12/11/2016,13,-0.6326,0.794,0.206,0,NEGATIVE
4714,"#ModiDemonetisationCircus really it now has turned in to a circus, just can't digest this Cent. Government move and later decisions, hell 😏😎",5,12/11/2016,13,-0.6808,0.813,0.187,0,NEGATIVE
4715,"RT @lindsaypereira: What happens when an Entire Political Science graduate decides he knows economics, when all he knows is chai. #ModiDemo…",5,12/11/2016,13,0,1,0,0,NEUTRAL
4716,"RT @maheshjain86: #जब_मैं_छोटा_बच्चा_था #CashlessKotaBundi #ModiDemonetisationCircus
Virat  

Do u agree that cashless transaction reduce c…",5,12/11/2016,13,0.3612,0.828,0,0.172,POSITIVE
4717,"RT @gs_sodhi: He had survived Terrorists. He couldn't Survive Modi. https://t.co/mTGM4g92FI …
 #ModiDemonetisationCircus",5,12/11/2016,14,-0.2023,0.598,0.223,0.179,NEGATIVE
4718,"If PM has to resign due to #ModiDemonetisationCircus, whi should be next PM",5,12/11/2016,14,-0.34,0.833,0.167,0,NEGATIVE
4719,Who the hell does such a thing! Sheer ignorance and should be enquired!  #ModiDemonetisationCircus https://t.co/N9hJQv2Gcu,5,12/11/2016,14,-0.8264,0.61,0.39,0,NEGATIVE
4720,"RT @amarakhbaranth1: Chinese media says #Demonitization will end up as joke..apparently joke costed 100+ lives #ModiDemonetisationCircus

h…",5,12/11/2016,14,0.296,0.879,0,0.121,POSITIVE
4721,#ModiDemonetisationCircus How we can fight corruption with 2000 currency  ?,5,12/11/2016,14,-0.3818,0.755,0.245,0,NEGATIVE
4722,"#ModiDemonetisationCircus RBI promised Rs 2500 but we get only 2000 Rs from very few ATMs which are working, #WeAreCheated",5,12/11/2016,14,0.1901,0.911,0,0.089,POSITIVE
4723,RT @sm_vs_msm: #ModiDemonetisationCircus -wth passive RFID in new currency-big big fish r getting identified &amp; caught wth their n/works of…,5,12/11/2016,14,-0.7184,0.65,0.276,0.073,NEGATIVE
4724,Over Rs 10 lakh in old notes seized from former BJP worker in Pune #ModiDemonetisationCircus https://t.co/ffxGHUpBOn via @IndianExpress,5,12/11/2016,14,0,1,0,0,NEUTRAL
4725,#ModiDemonetisationCircus is not a circus. It's a bold move to fight corruption. #IndiaDefeatsBlackMoney #IndiaFightsCorruption,5,12/11/2016,14,-0.5837,0.676,0.324,0,NEGATIVE
4726,"#ModiDemonetisationCircus now they got a puppet rbi governor so they went ahead with this irrational,  irresponsible move which is damaging",5,12/11/2016,14,-0.8381,0.641,0.359,0,NEGATIVE
4727,"They could protest for days but couldn't stand in line for few hours! This is real life, not a Comedy Show #ModiDemonetisationCircus",5,12/11/2016,14,-0.5357,0.81,0.19,0,NEGATIVE
4728,Why no action from central or #twitter on hacking. Who will responce if our PM account hacked. #ModiDemonetisationCircus #CashlessKotaBundi,5,12/11/2016,14,-0.5994,0.776,0.224,0,NEGATIVE
4729,"RT @03_manisha: Sum Famous Dialogues Of 
#ModiDemonetisationCircus 
#ModiDemonetisationCircus https://t.co/E0XC4L1PmI",5,12/11/2016,14,0,1,0,0,NEUTRAL
4730,"Most of the impulsive DEMONetisation cheerleader becomes victim of DEMONetisation, thanks 4 thinking! Be logical #ModiDemonetisationCircus",5,12/11/2016,15,0.4574,0.625,0.109,0.265,POSITIVE
4731,"A brilliant plan with worst execution leads to much worse results, #NaMo proved this once again #DeMonetisation #ModiDemonetisationCircus",5,12/11/2016,15,-0.5267,0.56,0.288,0.152,NEGATIVE
4732,Stressed out leaders in #BJP seem to b forced to live with their leader inspite of their dis-pleasure with ongoing #ModiDemonetisationCircus,5,12/11/2016,15,-0.6597,0.769,0.231,0,NEGATIVE
4733,"Twitter Account Hacked is the New Awardwapsi. Stay Calm.

#ModiDemonetisationCircus 
#जब_मैं_छोटा_बच्चा_था 
#CashlessKotaBundi 
.",5,12/11/2016,15,-0.1027,0.667,0.18,0.153,NEGATIVE
4734,"RT @Being_JKite: Twitter Account Hacked is the New Awardwapsi. Stay Calm.

#ModiDemonetisationCircus 
#जब_मैं_छोटा_बच्चा_था 
#CashlessKotaB…",5,12/11/2016,15,-0.1027,0.706,0.159,0.135,NEGATIVE
4735,"RT @akhilnaithani: Don't u agree??? 
Jayant Yadav  #जब_मैं_छोटा_बच्चा_था #ModiDemonetisationCircus
 #UFC206
#CashlessKotaBundi 

https://t.…",5,12/11/2016,15,-0.3919,0.791,0.209,0,NEGATIVE
4736,"Even the man who suggested #DeMonetisation to Modi is now giggling at implementation

 #ModiDemonetisationCircus https://t.co/PMDg5GrCK1",5,12/11/2016,15,0.3612,0.848,0,0.152,POSITIVE
4737,#ModiDemonetisationCircus : So many trending this dont know 500Rs they received to tweet not valid in Market !!!,5,12/11/2016,16,0,1,0,0,NEUTRAL
4738,RT @niftysiri: Why no action from central or #twitter on hacking. Who will responce if our PM account hacked. #ModiDemonetisationCircus #Ca…,5,12/11/2016,16,-0.5994,0.795,0.205,0,NEGATIVE
4739,Google it bro. Modi skipped many sessions. #ModiDemonetisationCircus https://t.co/ZKtukUifmd,5,12/11/2016,16,0,1,0,0,NEUTRAL
4740,#ModiDemonetisationCircus Modi wants to destroy Black Money of rivals but want to save its own,5,12/11/2016,16,0.5423,0.6,0.113,0.288,POSITIVE
4741,"RT @reach_Rajasthan: Most of the impulsive DEMONetisation cheerleader becomes victim of DEMONetisation, thanks 4 thinking! Be logical #Modi…",5,12/11/2016,16,0.4574,0.661,0.099,0.24,POSITIVE
4742,Is #DeMonetisation become a failure ? #ModiDemonetisationCircus,5,12/11/2016,17,-0.5106,0.548,0.452,0,NEGATIVE
4743,#ModiDemonetisationCircus BJP purchases land evrywhere in India before #Demonitization ..this shows their intentions,5,12/11/2016,17,0,1,0,0,NEUTRAL
4744,"RT @anandraaj01: 1.Against PAK
2.Against Black money
3.for Tax
4.Cashless
5. Digital economy
6. Empowering Poor
#ModiDemonetisationCircus c…",5,12/11/2016,17,-0.4767,0.846,0.154,0,NEGATIVE
4745,Bank officials were given shares for replacing the old currency with the new ones by the black money holders. #modidemonetisationcircus,5,12/11/2016,18,0.296,0.896,0,0.104,POSITIVE
4746,"Cognizable Crime Rate; Bihar ranks 19th in India, Jungleraj shifted to Madhya Pradesh, Kerala 

South Delhi #ModiDemonetisationCircus",5,12/11/2016,18,-0.5423,0.821,0.179,0,NEGATIVE
4747,""" You see , the  world will not change through naive talks. "" - Le 

 #ModiDemonetisationCircus",5,12/11/2016,18,0.2057,0.858,0,0.142,POSITIVE
4748,The nly facers of the prblm were middle and the poor. #modidemonetisationcircus,5,12/11/2016,19,-0.6908,0.637,0.363,0,NEGATIVE
4749,So all those honest patriots have amassed new Rs.2000 notes and dishonest anti-nationals are standing in ATM ques #ModiDemonetisationCircus,5,12/11/2016,19,-0.0352,0.701,0.152,0.147,NEGATIVE
4750,"RT @nareshkumar1539: Retweeted Urvashi (@500Urvashi):

@rsprasad for whose benefit and who is bearing the cost of this #ModiDemonetisationC…",5,12/11/2016,20,0.4588,0.85,0,0.15,POSITIVE
4751,How did few people manage to get so much of new currency notes to themselves ? IT Officials must seek answers. #ModiDemonetisationCircus,5,12/11/2016,20,0,1,0,0,NEUTRAL
4752,"RT @amarakhbaranth1: Even the man who suggested #DeMonetisation to Modi is now giggling at implementation

 #ModiDemonetisationCircus https…",5,12/11/2016,20,0.3612,0.865,0,0.135,POSITIVE
4753,#ModiDemonetisationCircus will hurt Indian economy a big time @AAPOverseas https://t.co/Cf2OHeXfHc,5,12/11/2016,20,-0.5267,0.702,0.298,0,NEGATIVE
4754,"#ModiDemonetisationCircus Any major surgery occasioned by serious illness is bound to cause considerable pain in short term,bear with it",5,12/11/2016,20,-0.743,0.687,0.313,0,NEGATIVE
4755,"#ModiDemonetisationCircus 
Is In Fact
➡ Modi Demonetization Disaster &amp;
➡ #ModiSurgicalStrikeonCommonMan &amp;
➡ Modi SurgicalStrike on RBI",5,12/11/2016,20,-0.6249,0.796,0.204,0,NEGATIVE
4756,"TOI Sunday Times today- 70% news on #DeMonetisation (95% of them negative ones)

Wonder why so? 

 #ModiDemonetisationCircus",5,12/11/2016,21,-0.5719,0.812,0.188,0,NEGATIVE
4757,RT @MUZA4R: #ModiDemonetisationCircus : So many trending this dont know 500Rs they received to tweet not valid in Market !!!,5,12/11/2016,21,0,1,0,0,NEUTRAL
4758,Modi has done the Raj Thackerey thing even without beating the north Indians has started reverse migration 😜#ModiDemonetisationCircus,5,12/11/2016,21,0.357,0.873,0,0.127,POSITIVE
4759,But the CHIP is betraying them now...&amp;so is the Gujarati #BJP shocked...#TamilNadu #AIADMK https://t.co/WBY7GF7Pod,5,12/11/2016,21,-0.5423,0.788,0.212,0,NEGATIVE
4760,RT @imharish28: #ModiDemonetisationCircus BJP purchases land evrywhere in India before #Demonitization ..this shows their intentions,5,12/11/2016,22,0,1,0,0,NEUTRAL
4761,#ModiDemonetisationCircus Fools do not understand demonetisation. The restriction is only on cash withdrawal. No limit on cheques and cards,5,12/11/2016,22,-0.7506,0.636,0.318,0.047,NEGATIVE
4762,"You deserve it. Make more jokes on Modiji, Smritiji, on his NRI PM status, degrees. U shd ve let him enjoyed. #ModiDemonetisationCircus",5,12/11/2016,23,0.6801,0.773,0,0.227,POSITIVE
4763,"#ModiDemonetisationCircus To hunt crocodiles, the pond was dried, no crocdiles wr found coz they can liv on land 2, bt all t small fish died",5,12/11/2016,23,-0.7003,0.791,0.209,0,NEGATIVE
4764,#ModiDemonetisationCircus NaMorons can claim all these are getting caught coz of tracking device in new currency..,5,12/11/2016,23,0,1,0,0,NEUTRAL
4765,"RT @03_manisha: Stnding in Q fr Jio Sim
Stnding in Q to exchnge money
stnding b4 all movie for #NationalAnthem #OutStandingYear 
#ModiDemon…",5,12/11/2016,23,0,1,0,0,NEUTRAL
4766,RT @SREEHARI2001: But the CHIP is betraying them now...&amp;so is the Gujarati #BJP shocked...#TamilNadu #AIADMK https://t.co/WBY7GF7Pod,5,12/11/2016,23,-0.5423,0.811,0.189,0,NEGATIVE
4767,The amounts IT raids are unearthing i have lost faith in BJP. Was #demonitisation only aimed to weaken congress? #ModiDemonetisationCircus,5,12/11/2016,23,-0.3182,0.669,0.213,0.117,NEGATIVE
4768,"RT @SukhiAAPUK: ""The demonetisation has shattered people's trust in the government.""
https://t.co/B4or3c9QUy #ModiDemonetisationCircus",5,12/11/2016,23,0.0516,0.632,0.178,0.19,POSITIVE
4769,@ProudIndian66 #ModiDemonetisationCircus this is the CREATIVITY OF AN ILLITERATE PM even doesnt hv courage to attend PARLIAMENT,5,12/11/2016,23,0.1791,0.716,0.125,0.159,POSITIVE
4770,"Why you should use UPI instead of Paytm?
 https://t.co/7lnFvxTAua
#ModiDemonetisationCircus",5,12/11/2016,23,0,1,0,0,NEUTRAL
4771,"RT @geetv79: #ModiDemonetisationCircus 
Is In Fact
➡ Modi Demonetization Disaster &amp;
➡ #ModiSurgicalStrikeonCommonMan &amp;
➡ Modi SurgicalStrik…",5,12/11/2016,24,-0.6249,0.796,0.204,0,NEGATIVE
4772,Means u agree he was there.. Bhai even when he was there oppositions behaved same n didn't let parliament work.. Mo… https://t.co/DOoWDJsdh3,5,12/11/2016,24,0.3612,0.884,0,0.116,POSITIVE
4773,Since Demonitization... Income Tax Department have more New Rs2000 Notes than New notes present in the Banks😂😂 #ModiDemonetisationCircus 😒,5,12/11/2016,24,0,1,0,0,NEUTRAL
4774,#ModiDemonetisationCircus is without a ringmaster to control it so even the clowns of the circus are making common man cry,5,12/11/2016,24,-0.4767,0.853,0.147,0,NEGATIVE
4775,RT @Mohan9999999: Since Demonitization... Income Tax Department have more New Rs2000 Notes than New notes present in the Banks😂😂 #ModiDemon…,5,12/11/2016,24,0,1,0,0,NEUTRAL
4776,"#ModiDemonetisationCircus  You need education for running the country , bhashan bewakoofi waale bhi chal jaate hain https://t.co/thgOTdiRuf",5,12/11/2016,25,0,1,0,0,NEUTRAL
4777,Just see how BJP is double standard party https://t.co/su6gJ93qTo,5,12/11/2016,25,0.4019,0.748,0,0.252,POSITIVE
4778,"#ModiDemonetisationCircus
Then
it's 2 eradicate Corruption/Blackmoney
Now
it's for #CashlessEconomy  
Don't forceus
Letusdecide 
#Democracy",5,12/11/2016,25,0,1,0,0,NEUTRAL
4779,"RT @Shakkrpara: Every month a new policy of Modi govt fails,every month Modi comes up with new ways to divert attention.…",5,12/11/2016,25,0,1,0,0,NEUTRAL
4780,Protests such as this will easily be dismissed as a political stunt. https://t.co/ovT2qWfzTr,5,12/11/2016,26,0.128,0.699,0.133,0.168,POSITIVE
4781,"RT @mishrarocky: Why you should use UPI instead of Paytm?
 https://t.co/7lnFvxTAua
#ModiDemonetisationCircus",5,12/11/2016,26,0,1,0,0,NEUTRAL
4782,"#ModiDemonetisationCircus has tamed many wild beasts who used to hunt innocents with the power of their #BlackMoney 
#MissionAccomplished !",5,12/11/2016,26,0.3382,0.877,0,0.123,POSITIVE
4783,"Demonitisation is inevitable in a corrupt country like us. 
 #ModiDemonetisationCircus",5,12/11/2016,26,0.3612,0.762,0,0.238,POSITIVE
4784,RT @rakeshzin: #ModiDemonetisationCircus NaMorons can claim all these are getting caught coz of tracking device in new currency..,5,12/11/2016,26,0,1,0,0,NEUTRAL
4785,With absolute majority he is not open for debate/voting in parliament. Who is stopping him for speaking? BJP MPs?… https://t.co/LDlIkkm0uv,5,12/11/2016,26,-0.2406,0.906,0.094,0,NEGATIVE
4786,"#ModiDemonetisationCircus
#CashlessKotaBundi
#Istanbul
#CycloneVardah

To Whom will you slap for 1 million $ ?",5,12/11/2016,26,0.1531,0.862,0,0.138,POSITIVE
4787,Worst planning#ModiDemonetisationCircus,5,12/11/2016,27,-0.6249,0.196,0.804,0,NEGATIVE
4788,"Ufff aged humans fed up

#ModiDemonetisationCircus
#ModiDemonetisationCircus
#ModiDemonetisationCircus

👇👇😖😖😖 https://t.co/GPO19qTPXy",5,12/11/2016,27,0,1,0,0,NEUTRAL
4789,"RT @niftysiri: @TruthOfGujarat 
@RohitBhuravane   oho...anti nationals   giving slogans against Modi. #acchedin #DeMonetisation #ModiDemone…",5,12/11/2016,28,0.34,0.833,0,0.167,POSITIVE
4790,#HappyBirthdayArya Virat #PMINDEESA  #CashlessKotaBundi #ModiDemonetisationCircus   #जब_मैं_छोटा_बच्चा_था Do u support modi DEMONETIZATION?,5,12/11/2016,28,0.4019,0.769,0,0.231,POSITIVE
4791,"#ModiDemonetisationCircus #ViratKohli is delivering more 100's than an ATM machine 😎
#INDvENG",5,12/11/2016,28,0,1,0,0,NEUTRAL
4792,"If Vajpayee conducted nuclear tests without leak, why can't modi print 500 notes in secret before #ModiDemonetisationCircus",5,12/11/2016,29,0.2584,0.887,0,0.113,POSITIVE
4793,If @narendramodi n hisSystem isVery strong toStop Corruption then how the person got BundlesOf NewNotes secretly?? #ModiDemonetisationCircus,5,12/11/2016,29,0.5661,0.804,0,0.196,POSITIVE
4794,RT @Memeghnad: Protests such as this will easily be dismissed as a political stunt. https://t.co/ovT2qWfzTr,5,12/11/2016,29,0.128,0.736,0.117,0.147,POSITIVE
4795,"RT @srinivas_kag: If Vajpayee conducted nuclear tests without leak, why can't modi print 500 notes in secret before #ModiDemonetisationCirc…",5,12/11/2016,29,0.2584,0.898,0,0.102,POSITIVE
4796,"80 dead in various incidents, suspected link to #DeMonetisation SHAME SHAME! 280 dead following JJ death. Wow! Smh #ModiDemonetisationCircus",5,12/11/2016,30,-0.9608,0.241,0.601,0.157,NEGATIVE
4797,"RT @ADelhiDame: #ModiDemonetisationCircus When you don't understand economics, you should try to learn it. Not rewrite it's principles.",5,12/11/2016,30,0,1,0,0,NEUTRAL
4798,"RT @AAPnadimramali: Fakira or #ModiDemonetisationCircus 👇😂

IDENTIFY!
Who is a fakir? https://t.co/pB97JoAP0y",5,12/11/2016,30,0,1,0,0,NEUTRAL
4799,RT @stockfuture1: @ProudIndian66 #ModiDemonetisationCircus this is the CREATIVITY OF AN ILLITERATE PM even doesnt hv courage to attend PARL…,5,12/11/2016,30,0.1791,0.74,0.114,0.145,POSITIVE
4800,"RT @kamaaaa6: Ufff aged humans fed up

#ModiDemonetisationCircus
#ModiDemonetisationCircus
#ModiDemonetisationCircus

👇👇😖😖😖 https://t.co/GP…",5,12/11/2016,30,0,1,0,0,NEUTRAL
4801,"#CashlessKotaBundi 80% Wallet Apps r hitting Chinese servers, except SBI, PNB etc, NO CYBER SECURITY #ModiDemonetisationCircus ll snatch all",5,12/11/2016,30,0.0516,0.725,0.133,0.142,POSITIVE
4802,"Bhakts English Understanding skill😂😂😂😂😂😂😂😂😂.LMAO.
Still Laughing.
#ModiDemonetisationCircus https://t.co/o2RIWSQ8ls",5,12/11/2016,30,0.4939,0.686,0,0.314,POSITIVE
4803,".@AAPKA_RK  61 yrs of dunce MMS and Cong looters ruling and made India wallow in poverty
Never again
Keep wailing  #ModiDemonetisationCircus",5,12/11/2016,30,-0.5106,0.858,0.142,0,NEGATIVE
4804,BJP's traditional trader voter base protesting against the #DeMonetisationDisaster at #NehruPlace #NewDelhi https://t.co/tFcVx6XnLp,5,12/11/2016,30,-0.4215,0.811,0.189,0,NEGATIVE
4805,#DeMonetisation effect...none taking law seriously... dekh lengey attitude 😂😂 #ModiDemonetisationCircus… https://t.co/JZiAFe6Ie5,5,12/11/2016,30,0,1,0,0,NEUTRAL
4806,If @narendramodi n hisSystem isVery strong toStop Corruption then how the person got BundlesOf NewNotes secretly??… https://t.co/LJeElCjUf3,5,12/11/2016,30,0.5661,0.804,0,0.196,POSITIVE
4807,Do you support #Modi 's #Demonetisation drive ? #BJP #ModiFightsCorruption #ModiDemonetisationCircus,5,12/11/2016,31,0.4019,0.769,0,0.231,POSITIVE
4808,"""those who were seen dancing were thought to be insane by those who could not hear the music"". Bloody aaptards #ModiDemonetisationCircus",5,12/11/2016,31,-0.6808,0.772,0.228,0,NEGATIVE
4809,"#जब_मैं_छोटा_बच्चा_था had no money in my pocket. Still the same now. 
RT if agree 😂😂

#ModiDemonetisationCircus",5,12/11/2016,31,0.0772,0.749,0.118,0.134,POSITIVE
4810,#ModiDemonetisationCircus TRENDING TOP IN INDIA !!!!!!!!!,5,12/11/2016,31,0.572,0.575,0,0.425,POSITIVE
